PMID	DOI	Title	PMCID
35252212	10.3389/fcell.2022.854700	Editorial: Mechanisms and Pathways Contributing to the Diversity of Aging Across the Tree of Life : 	PMC8890471
36389164	10.3389/fcimb.2022.1031814	Effects of Hst3p inhibition in <i>Candida albicans</i>: a genome-wide H3K56 acetylation analysis : 	PMC9647175
35385313	10.1126/sciadv.abn7105	FGF21 modulates mitochondrial stress response in cardiomyocytes only under mild mitochondrial dysfunction : 	PMC8986112
35413621	10.1016/j.cellimm.2022.104516	Impaired plasma cell differentiation associates with increased oxidative metabolism in IkappaBNS-deficient B cells : 	
35259281	doi.org/10.1111/acel.13524	Biological mechanisms of aging predict age-related disease co-occurrence in patients : 	PMC9009120
34741441	10.1002/jcsm.12854	Activation of Akt-mTORC1 signalling reverts cancer-dependent muscle wasting : 	PMC8818597
36097072	10.1038/s41556-022-00976-y	A Rag GTPase dimer code defines the regulation of mTORC1 by amino acids : 	PMC9481461
35574625	10.15252/msb.202110712	The impact of genomic variation on protein phosphorylation states and regulatory networks : 	PMC9109056
35263141	10.1126/sciadv.abi4797	Mediobasal hypothalamic FKBP51 acts as a molecular switch linking autophagy to whole-body metabolism : 	PMC8906734
35218512	10.1007/s15010-022-01786-y	Hemophagocytic lymphohistiocytosis after SARS-CoV-2 vaccination : 	PMC8881936
35709751	10.1016/j.molcel.2022.05.019	Riboregulation of Enolase 1 activity controls glycolysis and embryonic stem cell differentiation : 	
35676484	10.1038/s41586-022-04795-x	Mechanism of mitoribosomal small subunit biogenesis and preinitiation : 	PMC9200640
36291176	10.3390/cells11203311	Genomic Amplification of UBQLN4 Is a Prognostic and Treatment Resistance Factor : 	PMC9600423
35189406	10.1016/j.trsl.2022.02.003	A systematic analysis of diet-induced nephroprotection reveals overlapping changes in cysteine catabolism : 	
35229715	10.7554/eLife.69223	GFPT2/GFAT2 and AMDHD2 act in tandem to control the hexosamine pathway : 	PMC8970586
36460578	10.1016/S2589-7500(22)00187-X	Identifying and visualising multimorbidity and comorbidity patterns in patients in the English National Health Service: a population-based study : 	
36460578	10.1016/S2589-7500(22)00187-X	Identifying and visualising multimorbidity and comorbidity patterns in patients in the English National Health Service: a population-based study : 	
36111627	10.1242/dmm.049627	Molecular inhibition of RAS signalling to target ageing and age-related health : 	PMC9510030
35538310	10.1038/s41564-022-01114-y	A splitCas9 phenotypic screen in Toxoplasma gondii identifies proteins involved in host cell egress and invasion : 	
35025629	10.1126/science.abi4343	Mitochondria shed their outer membrane in response to infection-induced stress : 	
35963141	10.1016/j.dnarep.2022.103382	The fast-growing business of Serine ADP-ribosylation : 	
35259013	10.1073/pnas.2106098119	ATP allosterically stabilizes integrin-linked kinase for efficient force generation : 	PMC8933812
35259013	10.1073/pnas.2106098119	ATP allosterically stabilizes integrin-linked kinase for efficient force generation : 	PMC8933812
34779571	10.15252/embr.202153054	Metabolic resistance to the inhibition of mitochondrial transcription revealed by CRISPR-Cas9 screen : 	PMC8728608
35533204	10.1371/journal.pgen.1010190	Mice lacking the mitochondrial exonuclease MGME1 develop inflammatory kidney disease with glomerular dysfunction : 	PMC9119528
36309326	10.1016/j.bbapap.2022.140867	An intermolecular hydrogen bonded network in the PRELID-TRIAP protein family plays a role in lipid sensing : 	
35355496	10.1515/hsz-2021-0416	Starting the engine of the powerhouse: mitochondrial transcription and beyond : 	
34187806	10.1101/cshperspect.a039685	Mechanical Forces in Nuclear Organization : 	PMC8725626
35947649	10.1093/nar/gkac661	Mammalian RNase H1 directs RNA primer formation for mtDNA replication initiation and is also necessary for mtDNA replication completion : 	PMC9410905
36327895	10.1016/j.neuron.2022.10.020	Microglia states and nomenclature: A field at its crossroads : 	PMC9999291
35494229	10.1016/j.isci.2022.104199	Resilience integrates concepts in aging research : 	PMC9044173
35715861	10.1186/s13058-022-01534-y	Combined inhibition of EZH2 and ATM is synthetic lethal in BRCA1-deficient breast cancer : 	PMC9206299
36168305	10.1111/acel.13725	Reprograming of proteasomal degradation by branched chain amino acid metabolism : 	PMC9741504
36233159	10.3390/ijms231911857	Ribosomal RACK1 Regulates the Dendritic Arborization by Repressing FMRP Activity : 	PMC9569565
35559794	10.7554/eLife.74552	CLUH controls astrin-1 expression to couple mitochondrial metabolism to cell cycle progression : 	PMC9135405
35859344	10.1093/pcp/pcac102	GIGANTEA Is a Negative Regulator of Abscisic Acid Transcriptional Responses and Sensitivity in Arabidopsis : 	
35389184	10.1007/s15010-022-01820-z	Correspondence to: hemophagocytic lymphohistiocytosis after SARS-CoV-2 vaccination : 	PMC8987268
35821827	10.3389/fragi.2022.944466	The Role of GCN2 Kinase in Mediating the Effects of Amino Acids on Longevity and Feeding Behaviour in Drosophila : 	PMC9261369
36293486	10.3390/ijms232012635	Cannabinoid CB1 Receptor Deletion from Catecholaminergic Neurons Protects from Diet-Induced Obesity : 	PMC9604114
35241824	10.1038/s41588-022-01015-0	Chromosome-scale and haplotype-resolved genome assembly of a tetraploid potato cultivar : 	PMC8920897
35241824	10.1038/s41588-022-01015-0	Chromosome-scale and haplotype-resolved genome assembly of a tetraploid potato cultivar : 	PMC8920897
37118362	10.1038/s43587-021-00159-8	Mendelian randomization of genetically independent aging phenotypes identifies LPA and VCAM1 as biological targets for human aging : 	
37118362	10.1038/s43587-021-00159-8	Mendelian randomization of genetically independent aging phenotypes identifies LPA and VCAM1 as biological targets for human aging : 	
35398599	10.1016/j.jmoldx.2022.02.006	None fits all: Unraveling structural rearrangements of the CFH gene cluster in aHUS patients using molecular combing and long fragment targeted sequencing : 	
35398599	10.1016/j.jmoldx.2022.02.006	None fits all: Unraveling structural rearrangements of the CFH gene cluster in aHUS patients using molecular combing and long fragment targeted sequencing : 	
36356831	10.1016/j.molmet.2022.101626	NIK/MAP3K14 in hepatocytes orchestrates NASH to hepatocellular carcinoma progression via JAK2/STAT5 inhibition : 	PMC9676392
36356831	10.1016/j.molmet.2022.101626	NIK/MAP3K14 in hepatocytes orchestrates NASH to hepatocellular carcinoma progression via JAK2/STAT5 inhibition : 	PMC9676392
35253240	10.15252/embj.2021109633	Ageing induces tissue-specific transcriptomic changes in Caenorhabditis elegans : 	PMC9016346
35172139	10.1016/j.celrep.2022.110370	Metabolic control of adult neural stem cell self-renewal by the mitochondrial protease YME1L : 	
23331410	10.1111/acel.12037	Aging Cell in 2012. Editorial : 	
24433409	10.1111/acel.12187	Aging Cell: Open Access to all : 	PMC4326868
26920761	10.1534/genetics.115.186270	Host Mitochondrial Association Evolved in the Human Parasite Toxoplasma gondii via Neofunctionalization of a Gene Duplicate : 	PMC4858780
26102273	10.1016/j.ymeth.2015.06.013	Transcriptome-wide measurement of ribosomal occupancy by ribosome profiling : 	
22503682	S0006-291X(12)00615-8 [pii] 10.1016/j.bbrc.2012.03.134	Vascular endothelial insulin/IGF-1 signaling controls skin wound vascularization : 	
22225879	10.1016/j.cmet.2011.11.012	Somatic progenitor cell vulnerability to mitochondrial DNA mutagenesis underlies progeroid phenotypes in Polg mutator mice : 	
21056014	10.1016/j.dnarep.2010.09.011	The ubiquitous role of ubiquitin in the DNA damage response : 	PMC7105183
24793291	10.1534/genetics.114.163311	Sex-biased gene expression and evolution of the x chromosome in nematodes : 	PMC4096367
24675767		An insulin-like peptide code for physiology : 	PMC3967928
24675767		An insulin-like peptide code for physiology : 	PMC3967928
21694719	msb201136 [pii] 10.1038/msb.2011.36	Genome-wide dFOXO targets and topology of the transcriptomic response to stress and insulin signalling : 	PMC3159968
25232726	10.1371/journal.pgen.1004619	Interplay of dFOXO and Two ETS-Family Transcription Factors Determines Lifespan in Drosophila melanogaster : 	PMC4169242
23028964	10.1371/journal.pone.0045367	Detrimental effects of RNAi: a cautionary note on its use in Drosophila ageing studies : 	PMC3444450
21835601	S0955-0674(11)00100-1 [pii] 10.1016/j.ceb.2011.07.006	Death and dessert: nutrient signalling pathways and ageing : 	PMC4335171
25727046	10.1016/j.tem.2015.02.005	Myc mouse and anti-ageing therapy : 	
24508462	10.1016/j.celrep.2014.01.015	Cell-Nonautonomous Effects of dFOXO/DAF-16 in Aging : 	PMC3969275
21621546	10.1016/j.jmb.2011.05.009	Targeting capacity and conservation of PreP homologues localization in mitochondria of different species : 	
23041622	10.1172/jci64604	AFG3L2 supports mitochondrial protein synthesis and Purkinje cell survival : 	PMC3484458
24767997	10.1016/j.celrep.2014.03.051	SPG7 variant escapes phosphorylation-regulated processing by AFG3L2, elevates mitochondrial ROS, and is associated with multiple clinical phenotypes : 	
21455489	10.1371/journal.pgen.1002028	Ultra-deep sequencing of mouse mitochondrial DNA: mutational patterns and their origins : 	PMC3063763
22749882	10.1016/j.bbamcr.2012.06.025	Proteolytic control of mitochondrial function and morphogenesis : 	
22749882	10.1016/j.bbamcr.2012.06.025	Proteolytic control of mitochondrial function and morphogenesis : 	
24616225	10.1083/jcb.201308006	The i-AAA protease YME1L and OMA1 cleave OPA1 to balance mitochondrial fusion and fission : 	PMC3998800
19107408	10.1007/978-1-59745-566-4_2	Identification of SUMO target proteins by quantitative proteomics : 	
21381862	10.1089/ars.2011.3915	Enhanced cardiomyocyte Ca(2+) cycling precedes terminal AV-block in mitochondrial cardiomyopathy Mterf3 KO mice : 	
18050471	10.1895/wormbook.1.64.1	Nuclear hormone receptors in C. elegans : 	PMC4781232
17907808	10.1371/journal.pgen.0030129	Genetics of aging in Caenorhabditis elegans : 	PMC1994694
23063987	10.1016/j.exger.2012.09.009	Regulation of longevity by the reproductive system : 	PMC3593982
23962843	10.1016/b978-0-12-396968-2.00007-5	Steroid regulation of C. elegans diapause, developmental timing, and longevity : 	
26069085	10.1895/wormbook.1.64.2	Nuclear receptor signal transduction in C. elegans : 	PMC5402207
		Announcements from your Editorial Team : 	
23317502	10.1016/j.molcel.2012.12.003	Two deubiquitylases act on mitofusin and regulate mitochondrial fusion along independent pathways : 	
21385840	10.1242/jcs.073080	Ugo1 and Mdm30 act sequentially during Fzo1-mediated mitochondrial outer membrane fusion : 	
21896491	10.1074/jbc.M111.234161	Genomic analysis reveals a novel nuclear factor-kappaB (NF-kappaB)-binding site in Alu-repetitive elements : 	PMC3207430
26646495	10.1038/nm.4004	Translational strategies in aging and age-related disease : 	PMC8785908
21228000	10.1093/hmg/ddq565	Sequence-specific stalling of DNA polymerase gamma and the effects of mutations causing progressive ophthalmoplegia : 	
19748354	10.1016/j.molcel.2009.07.018	An intersubunit signaling network coordinates ATP hydrolysis by m-AAA proteases : 	PMC2744646
18945718	10.1093/hmg/ddn355	Increased mitochondrial Ca2+ and decreased sarcoplasmic reticulum Ca2+ in mitochondrial myopathy : 	
25428350	10.1093/nar/gku1132	Drosophila melanogaster LRPPRC2 is involved in coordination of mitochondrial translation : 	PMC4267620
25428350	10.1093/nar/gku1132	Drosophila melanogaster LRPPRC2 is involved in coordination of mitochondrial translation : 	PMC4267620
25428350	10.1016/j.mito.2013.07.032	Role of the mitochondrial protein LRPPRC2 in Drosophila melanogaster : 	PMC4267620
25428350	10.1016/j.mito.2013.07.032	Role of the mitochondrial protein LRPPRC2 in Drosophila melanogaster : 	PMC4267620
24550258	10.1002/embj.201386474	Stress-induced OMA1 activation and autocatalytic turnover regulate OPA1-dependent mitochondrial dynamics : 	PMC3989652
25724481	10.1016/j.mce.2015.02.022	Transcriptional activation of LON Gene by a new form of mitochondrial stress: A role for the nuclear respiratory factor 2 in StAR overload response (SOR) : 	
24422629	10.1210/me.2013-1275	StAR enhances transcription of genes encoding the mitochondrial proteases involved in its own degradation : 	PMC5427954
24915468		Similar patterns of clonally expanded somatic mtDNA mutations in the colon of heterozygous mtDNA mutator mice and ageing humans : 	PMC4141908
23036860	10.1016/j.jmb.2012.09.019	Impaired folding of the mitochondrial small TIM chaperones induces clearance by the i-AAA protease : 	
21628427	10.1101/cshperspect.a007559	Quality control of mitochondrial proteostasis : 	PMC3119916
19492087	10.1371/journal.pgen.1000499	Sensory ataxic neuropathy in golden retriever dogs is caused by a deletion in the mitochondrial tRNATyr gene : 	PMC2683749
21780252	10.1002/stem.695	The mitochondrial electron transport chain is dispensable for proliferation and differentiation of epidermal progenitor cells : 	
26370559	10.1186/s12862-015-0466-2	Ancient gene duplications have shaped developmental stage-specific expression in Pristionchus pacificus : 	PMC4570658
19342589	10.1126/science.1164899	Nuclear hormone receptor regulation of microRNAs controls developmental progression : 	PMC2757405
27912065	10.1016/j.cell.2016.11.019	Phosphoribosylation of Ubiquitin Promotes Serine Ubiquitination and Impairs Conventional Ubiquitination : 	
